date,apple,pen
2008-04-02,389491.0,30313.0
2008-04-03,387588.0,30153.0
2008-04-04,385712.0,30010.0
2008-04-05,383900.0,29862.0
2008-04-06,382027.0,29747.0
2008-04-07,380254.0,29588.0
2008-04-08,378423.0,29461.0
2008-04-09,376629.0,29322.0
2008-04-10,374804.0,29190.0
2008-04-11,372967.0,29051.0
2008-04-12,371066.0,28917.0
2008-04-13,369232.0,28759.0
2008-04-14,367399.0,28613.0
2008-04-15,400447.0,31120.0
2008-04-16,398639.0,30982.0
2008-04-17,396695.0,30839.0
2008-04-18,394751.0,30697.0
2008-04-19,392924.0,30543.0
2008-04-20,391113.0,30392.0
2008-04-21,389193.0,30243.0
2008-04-22,387408.0,30107.0
2008-04-23,385521.0,29937.0
2008-04-24,383709.0,29782.0
2008-04-25,381840.0,29636.0
2008-04-26,380021.0,29496.0
2008-04-27,378199.0,29350.0
2008-04-28,376289.0,29222.0
2008-04-29,374411.0,29063.0
2008-04-30,372502.0,28915.0
2008-05-01,405386.0,31454.0
2008-05-02,403521.0,31320.0
2008-05-03,401668.0,31185.0
2008-05-04,399783.0,31035.0
2008-05-05,397873.0,30903.0
2008-05-06,395946.0,30746.0
2008-05-07,394100.0,30596.0
2008-05-08,392327.0,30450.0
2008-05-09,390438.0,30298.0
2008-05-10,388578.0,30168.0
2008-05-11,386679.0,30022.0
2008-05-12,384858.0,29883.0
2008-05-13,382984.0,29720.0
2008-05-14,381154.0,29577.0
2008-05-15,414170.0,32165.0
2008-05-16,412269.0,32029.0
2008-05-17,410354.0,31898.0
2008-05-18,408590.0,31756.0
2008-05-19,406756.0,31614.0
2008-05-20,404841.0,31442.0
2008-05-21,402922.0,31284.0
2008-05-22,401037.0,31162.0
2008-05-23,399144.0,31008.0
2008-05-24,397281.0,30866.0
2008-05-25,395497.0,30716.0
2008-05-26,393589.0,30565.0
2008-05-27,391741.0,30408.0
2008-05-28,389930.0,30286.0
2008-05-29,388114.0,30141.0
2008-05-30,386181.0,30007.0
2008-05-31,384282.0,29864.0
2008-06-01,417082.0,32444.0
2008-06-02,415278.0,32295.0
2008-06-03,413455.0,32150.0
2008-06-04,411567.0,32016.0
2008-06-05,409682.0,31888.0
2008-06-06,407775.0,31752.0
2008-06-07,405879.0,31593.0
2008-06-08,404010.0,31472.0
2008-06-09,402125.0,31341.0
2008-06-10,400293.0,31171.0
2008-06-11,398433.0,31041.0
2008-06-12,396521.0,30907.0
2008-06-13,394655.0,30770.0
2008-06-14,392763.0,30610.0
2008-06-15,425784.0,33203.0
2008-06-16,423904.0,33058.0
2008-06-17,422021.0,32930.0
2008-06-18,420123.0,32780.0
2008-06-19,418244.0,32645.0
2008-06-20,416421.0,32497.0
2008-06-21,414536.0,32366.0
2008-06-22,412671.0,32215.0
2008-06-23,410773.0,32061.0
2008-06-24,408890.0,31933.0
2008-06-25,406986.0,31803.0
2008-06-26,405064.0,31664.0
2008-06-27,403226.0,31492.0
2008-06-28,401386.0,31358.0
2008-06-29,399426.0,31201.0
2008-06-30,397537.0,31082.0
2008-07-01,430569.0,33696.0
2008-07-02,428663.0,33540.0
2008-07-03,426740.0,33381.0
2008-07-04,424896.0,33255.0
2008-07-05,423063.0,33117.0
2008-07-06,421268.0,32965.0
2008-07-07,419336.0,32825.0
2008-07-08,417445.0,32692.0
2008-07-09,415548.0,32562.0
2008-07-10,413748.0,32407.0
2008-07-11,411954.0,32274.0
2008-07-12,410070.0,32161.0
2008-07-13,408174.0,32032.0
2008-07-14,406289.0,31889.0
2008-07-15,439491.0,34423.0
2008-07-16,437572.0,34270.0
2008-07-17,435677.0,34112.0
2008-07-18,433814.0,33984.0
2008-07-19,431896.0,33852.0
2008-07-20,430013.0,33720.0
2008-07-21,428109.0,33573.0
2008-07-22,426207.0,33453.0
2008-07-23,424282.0,33300.0
2008-07-24,422387.0,33168.0
2008-07-25,420519.0,33007.0
2008-07-26,418617.0,32873.0
2008-07-27,416677.0,32742.0
2008-07-28,414814.0,32603.0
2008-07-29,413010.0,32450.0
2008-07-30,411092.0,32300.0
2008-07-31,409171.0,32161.0
2008-08-01,442159.0,34700.0
2008-08-02,440312.0,34555.0
2008-08-03,438497.0,34426.0
2008-08-04,436614.0,34291.0
2008-08-05,434726.0,34167.0
2008-08-06,432770.0,34020.0
2008-08-07,430926.0,33877.0
2008-08-08,429087.0,33742.0
2008-08-09,427173.0,33598.0
2008-08-10,425297.0,33444.0
2008-08-11,423441.0,33318.0
2008-08-12,421561.0,33178.0
2008-08-13,419677.0,33053.0
2008-08-14,417822.0,32929.0
2008-08-15,451243.0,35456.0
2008-08-16,449348.0,35295.0
2008-08-17,447489.0,35124.0
2008-08-18,445620.0,34959.0
2008-08-19,443672.0,34803.0
2008-08-20,441847.0,34672.0
2008-08-21,439972.0,34535.0
2008-08-22,438093.0,34398.0
2008-08-23,436146.0,34258.0
2008-08-24,434263.0,34100.0
2008-08-25,432385.0,33945.0
2008-08-26,430459.0,33809.0
2008-08-27,428608.0,33678.0
2008-08-28,426740.0,33523.0
2008-08-29,424915.0,33412.0
2008-08-30,423092.0,33285.0
2008-08-31,421247.0,33134.0
2008-09-01,454225.0,35693.0
2008-09-02,452450.0,35546.0
2008-09-03,450584.0,35415.0
2008-09-04,448714.0,35276.0
2008-09-05,446799.0,35140.0
2008-09-06,444975.0,34983.0
2008-09-07,443111.0,34848.0
2008-09-08,441308.0,34701.0
2008-09-09,439431.0,34545.0
2008-09-10,437488.0,34404.0
2008-09-11,435622.0,34277.0
2008-09-12,433775.0,34134.0
2008-09-13,431863.0,33999.0
2008-09-14,429980.0,33854.0
2008-09-15,463203.0,36486.0
2008-09-16,461295.0,36351.0
2008-09-17,459436.0,36212.0
2008-09-18,457476.0,36066.0
2008-09-19,455599.0,35924.0
2008-09-20,453727.0,35775.0
2008-09-21,451881.0,35619.0
2008-09-22,449998.0,35483.0
2008-09-23,448118.0,35329.0
2008-09-24,446210.0,35202.0
2008-09-25,444346.0,35060.0
2008-09-26,442409.0,34929.0
2008-09-27,440555.0,34787.0
2008-09-28,438664.0,34669.0
2008-09-29,436789.0,34501.0
2008-09-30,434936.0,34366.0
2008-10-01,467754.0,37021.0
2008-10-02,465897.0,36887.0
2008-10-03,463975.0,36750.0
2008-10-04,462108.0,36584.0
2008-10-05,460257.0,36415.0
2008-10-06,458461.0,36291.0
2008-10-07,456626.0,36138.0
2008-10-08,454735.0,35993.0
2008-10-09,452801.0,35862.0
2008-10-10,450930.0,35749.0
2008-10-11,449033.0,35610.0
2008-10-12,447223.0,35461.0
2008-10-13,445292.0,35320.0
2008-10-14,443388.0,35185.0
2008-10-15,476591.0,37777.0
2008-10-16,474740.0,37618.0
2008-10-17,472861.0,37480.0
2008-10-18,470927.0,37326.0
2008-10-19,469049.0,37198.0
2008-10-20,467117.0,37064.0
2008-10-21,465231.0,36931.0
2008-10-22,463373.0,36798.0
2008-10-23,461518.0,36665.0
2008-10-24,459624.0,36536.0
2008-10-25,457789.0,36402.0
2008-10-26,455989.0,36275.0
2008-10-27,454075.0,36145.0
2008-10-28,452207.0,35997.0
2008-10-29,450348.0,35844.0
2008-10-30,448475.0,35704.0
2008-10-31,446606.0,35586.0
2008-11-01,479821.0,38134.0
2008-11-02,477899.0,37999.0
2008-11-03,475987.0,37863.0
2008-11-04,474093.0,37714.0
2008-11-05,472189.0,37571.0
2008-11-06,470330.0,37424.0
2008-11-07,468443.0,37290.0
2008-11-08,466593.0,37156.0
2008-11-09,464656.0,37025.0
2008-11-10,462838.0,36891.0
2008-11-11,461083.0,36733.0
2008-11-12,459125.0,36583.0
2008-11-13,457277.0,36437.0
2008-11-14,455352.0,36307.0
2008-11-15,488301.0,38895.0
2008-11-16,486438.0,38747.0
2008-11-17,484597.0,38605.0
2008-11-18,482742.0,38481.0
2008-11-19,480890.0,38340.0
2008-11-20,479045.0,38201.0
2008-11-21,477173.0,38043.0
2008-11-22,475275.0,37912.0
2008-11-23,473470.0,37767.0
2008-11-24,471542.0,37617.0
2008-11-25,469644.0,37495.0
2008-11-26,467809.0,37340.0
2008-11-27,465900.0,37205.0
2008-11-28,463967.0,37052.0
2008-11-29,462143.0,36888.0
2008-11-30,460264.0,36762.0
2008-12-01,493187.0,39303.0
2008-12-02,491355.0,39158.0
2008-12-03,489539.0,39024.0
2008-12-04,487654.0,38880.0
2008-12-05,485799.0,38754.0
2008-12-06,483906.0,38609.0
2008-12-07,482030.0,38450.0
2008-12-08,480199.0,38303.0
2008-12-09,478383.0,38149.0
2008-12-10,476555.0,37995.0
2008-12-11,474664.0,37840.0
2008-12-12,472831.0,37690.0
2008-12-13,470912.0,37577.0
2008-12-14,469013.0,37426.0
2008-12-15,502121.0,40087.0
2008-12-16,500273.0,39952.0
2008-12-17,498461.0,39803.0
2008-12-18,496569.0,39666.0
2008-12-19,494634.0,39527.0
2008-12-20,492841.0,39362.0
2008-12-21,490996.0,39225.0
2008-12-22,489119.0,39088.0
2008-12-23,487235.0,38937.0
2008-12-24,485285.0,38788.0
2008-12-25,483392.0,38659.0
2008-12-26,481514.0,38533.0
2008-12-27,479647.0,38394.0
2008-12-28,477777.0,38243.0
2008-12-29,475858.0,38100.0
2008-12-30,474033.0,37961.0
2008-12-31,472233.0,37806.0
2009-01-01,505297.0,40406.0
2009-01-02,503423.0,40250.0
2009-01-03,501596.0,40132.0
2009-01-04,499680.0,39994.0
2009-01-05,497821.0,39836.0
2009-01-06,495920.0,39697.0
2009-01-07,494050.0,39555.0
2009-01-08,492191.0,39399.0
2009-01-09,490357.0,39251.0
2009-01-10,488488.0,39124.0
2009-01-11,486585.0,38996.0
2009-01-12,484740.0,38841.0
2009-01-13,482894.0,38724.0
2009-01-14,481084.0,38578.0
2009-01-15,514382.0,41103.0
2009-01-16,512572.0,40968.0
2009-01-17,510756.0,40844.0
2009-01-18,508891.0,40702.0
2009-01-19,507074.0,40555.0
2009-01-20,505222.0,40417.0
2009-01-21,503338.0,40272.0
2009-01-22,501451.0,40127.0
2009-01-23,499575.0,40002.0
2009-01-24,497661.0,39821.0
2009-01-25,495854.0,39688.0
2009-01-26,493957.0,39543.0
2009-01-27,492131.0,39403.0
2009-01-28,490304.0,39266.0
2009-01-29,488342.0,39129.0
2009-01-30,486583.0,38980.0
2009-01-31,484687.0,38843.0
2009-02-01,517958.0,41444.0
2009-02-02,516038.0,41302.0
2009-02-03,514160.0,41171.0
2009-02-04,512240.0,41014.0
2009-02-05,510336.0,40873.0
2009-02-06,508555.0,40732.0
2009-02-07,506738.0,40580.0
2009-02-08,504868.0,40406.0
2009-02-09,502989.0,40275.0
2009-02-10,501115.0,40113.0
2009-02-11,499263.0,39972.0
2009-02-12,497352.0,39833.0
2009-02-13,495504.0,39679.0
2009-02-14,493625.0,39547.0
2009-02-15,526893.0,42057.0
2009-02-16,525036.0,41915.0
2009-02-17,523160.0,41769.0
2009-02-18,521308.0,41636.0
2009-02-19,519466.0,41484.0
2009-02-20,517579.0,41349.0
2009-02-21,515713.0,41229.0
2009-02-22,513808.0,41068.0
2009-02-23,511883.0,40940.0
2009-02-24,509996.0,40790.0
2009-02-25,508105.0,40640.0
2009-02-26,506313.0,40503.0
2009-02-27,504451.0,40378.0
2009-02-28,502577.0,40234.0
2009-03-01,535737.0,42845.0
2009-03-02,533930.0,42712.0
2009-03-03,532049.0,42581.0
2009-03-04,530214.0,42434.0
2009-03-05,528271.0,42270.0
2009-03-06,526333.0,42116.0
2009-03-07,524511.0,41996.0
2009-03-08,522590.0,41854.0
2009-03-09,520759.0,41698.0
2009-03-10,518884.0,41565.0
2009-03-11,517049.0,41416.0
2009-03-12,515201.0,41265.0
2009-03-13,513406.0,41119.0
2009-03-14,511565.0,40995.0
2009-03-15,544596.0,43533.0
2009-03-16,542767.0,43403.0
2009-03-17,540878.0,43276.0
2009-03-18,538943.0,43131.0
2009-03-19,537122.0,42974.0
2009-03-20,535314.0,42850.0
2009-03-21,533478.0,42679.0
2009-03-22,531669.0,42536.0
2009-03-23,529796.0,42373.0
2009-03-24,527937.0,42221.0
2009-03-25,526099.0,42079.0
2009-03-26,524217.0,41935.0
2009-03-27,522385.0,41795.0
2009-03-28,520459.0,41655.0
2009-03-29,518576.0,41505.0
2009-03-30,516744.0,41356.0
2009-03-31,514914.0,41210.0
2009-04-01,548108.0,43697.0
2009-04-02,546167.0,43558.0
2009-04-03,544248.0,43418.0
2009-04-04,542342.0,43260.0
2009-04-05,540432.0,43112.0
2009-04-06,538597.0,42955.0
2009-04-07,536721.0,42808.0
2009-04-08,534782.0,42672.0
2009-04-09,532834.0,42520.0
2009-04-10,531005.0,42374.0
2009-04-11,529098.0,42218.0
2009-04-12,527230.0,42082.0
2009-04-13,525394.0,41951.0
2009-04-14,523525.0,41816.0
2009-04-15,556689.0,44472.0
2009-04-16,554886.0,44343.0
2009-04-17,553035.0,44190.0
2009-04-18,551195.0,44021.0
2009-04-19,549250.0,43863.0
2009-04-20,547373.0,43712.0
2009-04-21,545560.0,43557.0
2009-04-22,543650.0,43404.0
2009-04-23,541798.0,43269.0
2009-04-24,539986.0,43111.0
2009-04-25,538111.0,42971.0
2009-04-26,536228.0,42809.0
2009-04-27,534397.0,42676.0
2009-04-28,532533.0,42519.0
2009-04-29,530682.0,42369.0
2009-04-30,528775.0,42200.0
2009-05-01,561773.0,44746.0
2009-05-02,559896.0,44608.0
2009-05-03,558009.0,44459.0
2009-05-04,556140.0,44309.0
2009-05-05,554296.0,44179.0
2009-05-06,552420.0,44012.0
2009-05-07,550464.0,43849.0
2009-05-08,548645.0,43713.0
2009-05-09,546753.0,43575.0
2009-05-10,544838.0,43425.0
2009-05-11,542957.0,43284.0
2009-05-12,540932.0,43126.0
2009-05-13,539128.0,42987.0
2009-05-14,537268.0,42856.0
2009-05-15,570216.0,45473.0
2009-05-16,568373.0,45335.0
2009-05-17,566553.0,45199.0
2009-05-18,564673.0,45069.0
2009-05-19,562827.0,44929.0
2009-05-20,560971.0,44792.0
2009-05-21,559060.0,44643.0
2009-05-22,557173.0,44496.0
2009-05-23,555316.0,44365.0
2009-05-24,553467.0,44237.0
2009-05-25,551633.0,44082.0
2009-05-26,549798.0,43949.0
2009-05-27,547959.0,43809.0
2009-05-28,546184.0,43679.0
2009-05-29,544279.0,43526.0
2009-05-30,542362.0,43401.0
2009-05-31,540475.0,43252.0
2009-06-01,573316.0,45773.0
2009-06-02,571441.0,45634.0
2009-06-03,569488.0,45497.0
2009-06-04,567554.0,45369.0
2009-06-05,565711.0,45209.0
2009-06-06,563873.0,45057.0
2009-06-07,561978.0,44922.0
2009-06-08,560143.0,44791.0
2009-06-09,558298.0,44648.0
2009-06-10,556413.0,44519.0
2009-06-11,554524.0,44379.0
2009-06-12,552616.0,44243.0
2009-06-13,550754.0,44077.0
2009-06-14,548864.0,43925.0
2009-06-15,582059.0,46337.0
2009-06-16,580195.0,46195.0
2009-06-17,578356.0,46040.0
2009-06-18,576466.0,45906.0
2009-06-19,574554.0,45778.0
2009-06-20,572763.0,45633.0
2009-06-21,570927.0,45504.0
2009-06-22,569082.0,45351.0
2009-06-23,567253.0,45196.0
2009-06-24,565363.0,45046.0
2009-06-25,563455.0,44894.0
2009-06-26,561642.0,44762.0
2009-06-27,559819.0,44614.0
2009-06-28,557932.0,44474.0
2009-06-29,556030.0,44329.0
2009-06-30,554111.0,44185.0
2009-07-01,587250.0,46711.0
2009-07-02,585307.0,46559.0
2009-07-03,583444.0,46400.0
2009-07-04,581575.0,46269.0
2009-07-05,579708.0,46144.0
2009-07-06,577849.0,46022.0
2009-07-07,575986.0,45868.0
2009-07-08,574109.0,45717.0
2009-07-09,572210.0,45578.0
2009-07-10,570386.0,45408.0
2009-07-11,568458.0,45267.0
2009-07-12,566631.0,45128.0
2009-07-13,564721.0,44980.0
2009-07-14,562865.0,44820.0
2009-07-15,595927.0,47291.0
2009-07-16,594092.0,47156.0
2009-07-17,592249.0,47021.0
2009-07-18,590359.0,46863.0
2009-07-19,588523.0,46710.0
2009-07-20,586666.0,46573.0
2009-07-21,584729.0,46439.0
2009-07-22,582940.0,46303.0
2009-07-23,581078.0,46149.0
2009-07-24,579217.0,45993.0
2009-07-25,577390.0,45860.0
2009-07-26,575578.0,45727.0
2009-07-27,573805.0,45587.0
2009-07-28,571928.0,45446.0
2009-07-29,570055.0,45304.0
2009-07-30,568091.0,45159.0
2009-07-31,566241.0,44981.0
2009-08-01,599689.0,47463.0
2009-08-02,597900.0,47320.0
2009-08-03,595999.0,47180.0
2009-08-04,594147.0,47032.0
2009-08-05,592247.0,46859.0
2009-08-06,590350.0,46712.0
2009-08-07,588487.0,46568.0
2009-08-08,586628.0,46410.0
2009-08-09,584721.0,46247.0
2009-08-10,582859.0,46108.0
2009-08-11,580959.0,45949.0
2009-08-12,579081.0,45812.0
2009-08-13,577191.0,45654.0
2009-08-14,575227.0,45499.0
2009-08-15,608193.0,48047.0
2009-08-16,606333.0,47899.0
2009-08-17,604426.0,47740.0
2009-08-18,602502.0,47600.0
2009-08-19,600663.0,47430.0
2009-08-20,598802.0,47280.0
2009-08-21,596934.0,47145.0
2009-08-22,595057.0,46997.0
2009-08-23,593150.0,46860.0
2009-08-24,591312.0,46720.0
2009-08-25,589463.0,46591.0
2009-08-26,587562.0,46438.0
2009-08-27,585642.0,46289.0
2009-08-28,583796.0,46153.0
2009-08-29,581914.0,45997.0
2009-08-30,580119.0,45861.0
2009-08-31,578215.0,45724.0
2009-09-01,611781.0,48277.0
2009-09-02,609983.0,48126.0
2009-09-03,608141.0,47990.0
2009-09-04,606255.0,47833.0
2009-09-05,604388.0,47705.0
2009-09-06,602576.0,47562.0
2009-09-07,600741.0,47431.0
2009-09-08,598847.0,47276.0
2009-09-09,596921.0,47139.0
2009-09-10,595061.0,47012.0
2009-09-11,593127.0,46870.0
2009-09-12,591262.0,46720.0
2009-09-13,589412.0,46581.0
2009-09-14,587549.0,46443.0
2009-09-15,620456.0,49040.0
2009-09-16,618600.0,48894.0
2009-09-17,616692.0,48753.0
2009-09-18,614834.0,48623.0
2009-09-19,612989.0,48479.0
2009-09-20,611077.0,48346.0
2009-09-21,609198.0,48195.0
2009-09-22,607346.0,48061.0
2009-09-23,605366.0,47905.0
2009-09-24,603492.0,47747.0
2009-09-25,601635.0,47620.0
2009-09-26,599805.0,47478.0
2009-09-27,597954.0,47345.0
2009-09-28,596048.0,47224.0
2009-09-29,594171.0,47077.0
2009-09-30,592346.0,46939.0
2009-10-01,625287.0,49455.0
2009-10-02,623386.0,49292.0
2009-10-03,621443.0,49159.0
2009-10-04,619699.0,49038.0
2009-10-05,617685.0,48911.0
2009-10-06,615777.0,48757.0
2009-10-07,613911.0,48608.0
2009-10-08,611983.0,48456.0
2009-10-09,610052.0,48312.0
2009-10-10,608189.0,48151.0
2009-10-11,606316.0,48017.0
2009-10-12,604415.0,47887.0
2009-10-13,602561.0,47749.0
2009-10-14,600659.0,47609.0
2009-10-15,633659.0,50124.0
2009-10-16,631778.0,49979.0
2009-10-17,629950.0,49854.0
2009-10-18,628103.0,49724.0
2009-10-19,626191.0,49576.0
2009-10-20,624355.0,49437.0
2009-10-21,622424.0,49294.0
2009-10-22,620579.0,49162.0
2009-10-23,618676.0,49005.0
2009-10-24,616869.0,48834.0
2009-10-25,615030.0,48682.0
2009-10-26,613262.0,48528.0
2009-10-27,611349.0,48374.0
2009-10-28,609447.0,48226.0
2009-10-29,607545.0,48075.0
2009-10-30,605661.0,47920.0
2009-10-31,603808.0,47783.0
2009-11-01,637092.0,50386.0
2009-11-02,635223.0,50238.0
2009-11-03,633323.0,50107.0
2009-11-04,631418.0,49967.0
2009-11-05,629552.0,49818.0
2009-11-06,627706.0,49668.0
2009-11-07,625874.0,49515.0
2009-11-08,624002.0,49377.0
2009-11-09,622121.0,49244.0
2009-11-10,620286.0,49120.0
2009-11-11,618342.0,48991.0
2009-11-12,616489.0,48858.0
2009-11-13,614638.0,48703.0
2009-11-14,612837.0,48570.0
2009-11-15,645580.0,51164.0
2009-11-16,643748.0,51029.0
2009-11-17,641804.0,50880.0
2009-11-18,639934.0,50730.0
2009-11-19,638088.0,50583.0
2009-11-20,636230.0,50442.0
2009-11-21,634376.0,50313.0
2009-11-22,632556.0,50175.0
2009-11-23,630714.0,50037.0
2009-11-24,628817.0,49914.0
2009-11-25,626983.0,49780.0
2009-11-26,625119.0,49658.0
2009-11-27,623209.0,49521.0
2009-11-28,621363.0,49386.0
2009-11-29,619466.0,49215.0
2009-11-30,617672.0,49061.0
2009-12-01,650700.0,51588.0
2009-12-02,648765.0,51442.0
2009-12-03,646845.0,51309.0
2009-12-04,644987.0,51168.0
2009-12-05,643163.0,51029.0
2009-12-06,641275.0,50899.0
2009-12-07,639412.0,50761.0
2009-12-08,637590.0,50608.0
2009-12-09,635642.0,50477.0
2009-12-10,633782.0,50343.0
2009-12-11,631891.0,50207.0
2009-12-12,630028.0,50058.0
2009-12-13,628185.0,49923.0
2009-12-14,626411.0,49755.0
2009-12-15,659603.0,52350.0
2009-12-16,657769.0,52222.0
2009-12-17,655902.0,52071.0
2009-12-18,653991.0,51919.0
2009-12-19,652237.0,51762.0
2009-12-20,650316.0,51605.0
2009-12-21,648383.0,51458.0
2009-12-22,646532.0,51326.0
2009-12-23,644612.0,51175.0
2009-12-24,642662.0,51047.0
2009-12-25,640740.0,50891.0
2009-12-26,638848.0,50743.0
2009-12-27,636985.0,50601.0
2009-12-28,635094.0,50465.0
2009-12-29,633224.0,50317.0
2009-12-30,631309.0,50172.0
2009-12-31,629439.0,50000.0
2010-01-01,662661.0,52424.0
2010-01-02,660831.0,52280.0
2010-01-03,658993.0,52125.0
2010-01-04,657104.0,51981.0
2010-01-05,655158.0,51838.0
2010-01-06,653224.0,51698.0
2010-01-07,651401.0,51560.0
2010-01-08,649470.0,51409.0
2010-01-09,647672.0,51256.0
2010-01-10,645843.0,51088.0
2010-01-11,643976.0,50941.0
2010-01-12,642141.0,50787.0
2010-01-13,640223.0,50622.0
2010-01-14,638380.0,50477.0
2010-01-15,671631.0,53026.0
2010-01-16,669751.0,52891.0
2010-01-17,667891.0,52727.0
2010-01-18,665953.0,52576.0
2010-01-19,664016.0,52440.0
2010-01-20,662192.0,52308.0
2010-01-21,660378.0,52175.0
2010-01-22,658536.0,52016.0
2010-01-23,656597.0,51884.0
2010-01-24,654791.0,51732.0
2010-01-25,652886.0,51576.0
2010-01-26,651059.0,51437.0
2010-01-27,649278.0,51297.0
2010-01-28,647408.0,51145.0
2010-01-29,645526.0,51015.0
2010-01-30,643586.0,50870.0
2010-01-31,641718.0,50737.0
2010-02-01,674593.0,53316.0
2010-02-02,672713.0,53194.0
2010-02-03,670824.0,53036.0
2010-02-04,668970.0,52872.0
2010-02-05,667036.0,52727.0
2010-02-06,665142.0,52565.0
2010-02-07,663244.0,52420.0
2010-02-08,661343.0,52274.0
2010-02-09,659527.0,52137.0
2010-02-10,657670.0,51985.0
2010-02-11,655783.0,51839.0
2010-02-12,653928.0,51696.0
2010-02-13,652138.0,51540.0
2010-02-14,650296.0,51393.0
2010-02-15,683562.0,53978.0
2010-02-16,681655.0,53832.0
2010-02-17,679828.0,53694.0
2010-02-18,677936.0,53572.0
2010-02-19,676073.0,53418.0
2010-02-20,674165.0,53284.0
2010-02-21,672325.0,53156.0
2010-02-22,670467.0,52995.0
2010-02-23,668567.0,52847.0
2010-02-24,666675.0,52707.0
2010-02-25,664784.0,52563.0
2010-02-26,662923.0,52413.0
2010-02-27,661058.0,52287.0
2010-02-28,659197.0,52135.0
2010-03-01,692492.0,54670.0
2010-03-02,690560.0,54522.0
2010-03-03,688674.0,54397.0
2010-03-04,686897.0,54225.0
2010-03-05,685005.0,54095.0
2010-03-06,683024.0,53950.0
2010-03-07,681094.0,53806.0
2010-03-08,679188.0,53654.0
2010-03-09,677354.0,53517.0
2010-03-10,675453.0,53391.0
2010-03-11,673546.0,53226.0
2010-03-12,671725.0,53070.0
2010-03-13,669877.0,52957.0
2010-03-14,668060.0,52802.0
2010-03-15,701189.0,55324.0
2010-03-16,699288.0,55172.0
2010-03-17,697454.0,55019.0
2010-03-18,695594.0,54889.0
2010-03-19,693777.0,54743.0
2010-03-20,691964.0,54612.0
2010-03-21,690167.0,54459.0
2010-03-22,688301.0,54314.0
2010-03-23,686358.0,54164.0
2010-03-24,684428.0,54020.0
2010-03-25,682564.0,53890.0
2010-03-26,680687.0,53759.0
2010-03-27,678786.0,53606.0
2010-03-28,676889.0,53459.0
2010-03-29,675052.0,53301.0
2010-03-30,673227.0,53151.0
2010-03-31,671349.0,53000.0
2010-04-01,704638.0,55516.0
2010-04-02,702739.0,55366.0
2010-04-03,700891.0,55231.0
2010-04-04,699033.0,55084.0
2010-04-05,697199.0,54923.0
2010-04-06,695375.0,54782.0
2010-04-07,693474.0,54639.0
2010-04-08,691557.0,54506.0
2010-04-09,689678.0,54372.0
2010-04-10,687834.0,54229.0
2010-04-11,685995.0,54079.0
2010-04-12,684085.0,53924.0
2010-04-13,682222.0,53772.0
2010-04-14,680375.0,53624.0
2010-04-15,713467.0,56131.0
2010-04-16,711656.0,55991.0
2010-04-17,709729.0,55848.0
2010-04-18,707830.0,55714.0
2010-04-19,705986.0,55584.0
2010-04-20,704066.0,55436.0
2010-04-21,702180.0,55290.0
2010-04-22,700296.0,55143.0
2010-04-23,698444.0,55003.0
2010-04-24,696528.0,54862.0
2010-04-25,694619.0,54721.0
2010-04-26,692817.0,54568.0
2010-04-27,690939.0,54443.0
2010-04-28,689087.0,54305.0
2010-04-29,687296.0,54165.0
2010-04-30,685418.0,54018.0
2010-05-01,718699.0,56543.0
2010-05-02,716815.0,56405.0
2010-05-03,714897.0,56269.0
2010-05-04,713002.0,56134.0
2010-05-05,711141.0,56000.0
2010-05-06,709234.0,55865.0
2010-05-07,707384.0,55718.0
2010-05-08,705501.0,55568.0
2010-05-09,703589.0,55420.0
2010-05-10,701785.0,55285.0
2010-05-11,699960.0,55130.0
2010-05-12,698117.0,54980.0
2010-05-13,696264.0,54838.0
2010-05-14,694388.0,54717.0
2010-05-15,727272.0,57324.0
2010-05-16,725450.0,57169.0
2010-05-17,723633.0,57043.0
2010-05-18,721776.0,56891.0
2010-05-19,719979.0,56757.0
2010-05-20,718178.0,56613.0
2010-05-21,716281.0,56463.0
2010-05-22,714426.0,56306.0
2010-05-23,712594.0,56152.0
2010-05-24,710731.0,56008.0
2010-05-25,708841.0,55870.0
2010-05-26,706991.0,55712.0
2010-05-27,705158.0,55580.0
2010-05-28,703301.0,55432.0
2010-05-29,701423.0,55238.0
2010-05-30,699567.0,55083.0
2010-05-31,697772.0,54931.0
2010-06-01,730932.0,57440.0
2010-06-02,729182.0,57284.0
2010-06-03,727303.0,57152.0
2010-06-04,725499.0,57013.0
2010-06-05,723641.0,56865.0
2010-06-06,721784.0,56714.0
2010-06-07,719918.0,56571.0
2010-06-08,718074.0,56426.0
2010-06-09,716250.0,56284.0
2010-06-10,714390.0,56159.0
2010-06-11,712522.0,56015.0
2010-06-12,710694.0,55891.0
2010-06-13,708854.0,55754.0
2010-06-14,707027.0,55584.0
2010-06-15,740380.0,58111.0
2010-06-16,738498.0,57949.0
2010-06-17,736713.0,57788.0
2010-06-18,734828.0,57644.0
2010-06-19,732964.0,57501.0
2010-06-20,731182.0,57334.0
2010-06-21,729266.0,57202.0
2010-06-22,727363.0,57046.0
2010-06-23,725465.0,56919.0
2010-06-24,723625.0,56789.0
2010-06-25,721657.0,56647.0
2010-06-26,719853.0,56518.0
2010-06-27,718025.0,56405.0
2010-06-28,716125.0,56272.0
2010-06-29,714266.0,56146.0
2010-06-30,712470.0,56021.0
2010-07-01,745512.0,58554.0
2010-07-02,743687.0,58419.0
2010-07-03,741875.0,58271.0
